date,symbol,side,qty,price,value,pnl,pnlpct
2022-07-31,ENLT.TA,BUY,4.1928721174004195,7950.0,33333.333333333336,0.0,0.0
2022-07-31,NVMI.TA,BUY,0.9360666479453338,35610.0,33333.333333333336,0.0,0.0
2022-07-31,TEVA.TA,BUY,10.312499999999995,3200.0,32999.999999999985,0.0,0.0
2022-08-01,ENLT.TA,SELLEXIT,4.1928721174004195,7830.0,32830.188679245286,-503.1446540880497,-0.01509433962264149
2022-08-01,NVMI.TA,SELLEXIT,0.9360666479453338,35450.0,33183.56266966208,-149.77066367125371,-0.004493119910137611
2022-08-01,TEVA.TA,SELLEXIT,10.312499999999995,3190.0,32896.874999999985,-103.125,-0.0031250000000000015
2022-08-01,NVMI.TA,BUY,1.3997737613856234,35450.0,49621.979841120345,0.0,0.0
2022-08-01,TEVA.TA,BUY,15.399924778278727,3190.0,49125.76004270914,0.0,0.0
2022-08-02,NVMI.TA,SELLEXIT,1.3997737613856234,35080.0,49104.06354940767,-517.9162917126741,-0.010437235543018205
2022-08-02,TEVA.TA,SELLEXIT,15.399924778278727,3262.0,50234.55462674521,1108.7945840360699,0.02257053291536053
2022-08-03,NVMI.TA,BUY,1.4258045983228234,35010.0,49917.41898728204,0.0,0.0
2022-08-03,TEVA.TA,BUY,14.813622541189815,3336.0,49418.24479740922,0.0,0.0
2022-08-04,NVMI.TA,SELLEXIT,1.4258045983228234,36270.0,51713.932781168805,1796.5137938867629,0.0359897172236505
2022-08-04,TEVA.TA,SELLEXIT,14.813622541189815,3414.0,50573.70735562203,1155.4625582128065,0.023381294964028795
2022-08-04,NVMI.TA,BUY,1.4169673880157658,36270.0,51393.40716333182,0.0,0.0
2022-08-04,TEVA.TA,BUY,14.903184854041742,3414.0,50879.473091698506,0.0,0.0
2022-08-08,NVMI.TA,SELLEXIT,1.4169673880157658,35670.0,50543.226730522365,-850.1804328094586,-0.01654259718775846
2022-08-08,TEVA.TA,SELLEXIT,14.903184854041742,3617.0,53904.81961706898,3025.3465253704708,0.05946104276508489
2022-08-08,BEZQ.TA,BUY,59.603623179571066,587.0,34987.326806408215,0.0,0.0
2022-08-08,NVMI.TA,BUY,0.980861418738666,35670.0,34987.326806408215,0.0,0.0
2022-08-08,TEVA.TA,BUY,9.576293485856828,3617.0,34637.45353834415,0.0,0.0
2022-08-09,TEVA.TA,SELLEXIT,9.576293485856828,3683.0,35269.4889084107,632.035370066551,0.01824716615980095
2022-08-09,BEZQ.TA,SELLTRIM,59.603623179571066,570.0999755859375,33980.02411950688,-1007.3026869013338,-0.028790501557176357
2022-08-09,NVMI.TA,SELLTRIM,0.980861418738666,33150.0,32515.556031186778,-2471.7707752214374,-0.07064760302775439
2022-08-09,TEVA.TA,BUY,27.448762667362683,3683.0,101093.79290389676,0.0,0.0
2022-08-10,TEVA.TA,SELLEXIT,27.448762667362683,3636.0,99803.70105853071,-1290.0918453660415,-0.012761335867499276
2022-08-10,HARL.TA,BUY,12.906406871710496,3906.0,50412.4252409012,0.0,0.0
