date,symbol,side,qty,price,value,pnl,pnl_pct
2022-07-28,ENLT.TA,BUY,4.381352961794603,7608.0,33333.333333333336,0.0,0.0
2022-07-28,TEVA.TA,BUY,10.469011725293132,3184.0,33333.333333333336,0.0,0.0
2022-07-28,NVMI.TA,BUY,0.9447466361294012,34930.0,32999.999999999985,0.0,0.0
2022-07-31,ENLT.TA,SELLEXIT,4.381352961794603,7950.0,34831.756046267095,1498.4227129337596,0.04495268138801278
2022-07-31,TEVA.TA,SELLEXIT,10.469011725293132,3200.0,33500.837520938025,167.50418760468892,0.005025125628140667
2022-07-31,NVMI.TA,SELLEXIT,0.9447466361294012,35610.0,33642.42771256798,642.4277125679946,0.01946750644145439
2022-07-31,ENLT.TA,BUY,4.289658474344086,7950.0,34102.78487103548,0.0,0.0
2022-07-31,TEVA.TA,BUY,10.657120272198588,3200.0,34102.78487103548,0.0,0.0
2022-07-31,NVMI.TA,BUY,0.9480976417389809,35610.0,33761.75702232511,0.0,0.0
2022-08-01,ENLT.TA,SELLEXIT,4.289658474344086,7830.0,33588.025854114196,-514.7590169212854,-0.015094339622641366
2022-08-01,TEVA.TA,SELLEXIT,10.657120272198588,3190.0,33996.213668313496,-106.57120272198517,-0.0031249999999999794
2022-08-01,NVMI.TA,SELLEXIT,0.9480976417389809,35450.0,33610.061399646875,-151.69562267823494,-0.004493119910137543
2022-08-01,TEVA.TA,BUY,15.914628333978827,3190.0,50767.66438539246,0.0,0.0
2022-08-01,NVMI.TA,BUY,1.417771163372032,35450.0,50259.987741538534,0.0,0.0
2022-08-02,TEVA.TA,SELLEXIT,15.914628333978827,3262.0,51913.51762543894,1145.8532400464755,0.0225705329153605
2022-08-02,NVMI.TA,SELLEXIT,1.417771163372032,35080.0,49735.41241109088,-524.575330447653,-0.010437235543018357
2022-08-02,TEVA.TA,BUY,15.658584714957655,3262.0,51078.30334019187,0.0,0.0
2022-08-02,NVMI.TA,BUY,1.4414914568640238,35080.0,50567.52030678996,0.0,0.0
2022-08-03,TEVA.TA,SELLEXIT,15.658584714957655,3336.0,52237.03860909874,1158.7352689068648,0.022685469037400333
